stress	SRR21603502	SAMN30889184	SRX17605139	SRP396930	PRJNA879726	Hypocotyl	IPRO8372	16-3	48 hpi				CMES1059																																																																																														
stress	SRR21603503	SAMN30889184	SRX17605138	SRP396930	PRJNA879726	Hypocotyl	IPRO8372	16-2	48 hpi				CMES1059																																																																																														
stress	SRR21603504	SAMN30889184	SRX17605137	SRP396930	PRJNA879726	Hypocotyl	IPRO8372	16-1	48 hpi				CMES1059																																																																																														
stress	SRR21604337	SAMN30890075	SRX17605868	SRP396930	PRJNA879726	Hypocotyl	IPRO7739	17-1	48 hpi				CMES1059																																																																																														
stress	SRR21604338	SAMN30890074	SRX17605867	SRP396930	PRJNA879726	Hypocotyl	IPRO7739	11-3	12 hpi				CMES1059																																																																																														
stress	SRR21604339	SAMN30890074	SRX17605866	SRP396930	PRJNA879726	Hypocotyl	IPRO7739	11-2	12 hpi				CMES1059																																																																																														
stress	SRR21604340	SAMN30890074	SRX17605865	SRP396930	PRJNA879726	Hypocotyl	IPRO7739	11-1	12 hpi				CMES1059																																																																																														
stress	SRR21604344	SAMN30890072	SRX17605861	SRP396930	PRJNA879726	Hypocotyl	IPRO8372	22-3	120 hpi				CMES1059																																																																																														
stress	SRR21604345	SAMN30890076	SRX17605860	SRP396930	PRJNA879726	Hypocotyl	IPRO7739	23-3	120 hpi				CMES1059																																																																																														
stress	SRR21604346	SAMN30890076	SRX17605859	SRP396930	PRJNA879726	Hypocotyl	IPRO7739	23-2	120 hpi				CMES1059																																																																																														
stress	SRR21604347	SAMN30890076	SRX17605858	SRP396930	PRJNA879726	Hypocotyl	IPRO7739	23-1	120 hpi				CMES1059																																																																																														
stress	SRR21604348	SAMN30890075	SRX17605857	SRP396930	PRJNA879726	Hypocotyl	IPRO7739	17-3	48 hpi				CMES1059																																																																																														
stress	SRR21604349	SAMN30890075	SRX17605856	SRP396930	PRJNA879726	Hypocotyl	IPRO7739	17-2	48 hpi				CMES1059																																																																																														
stress	SRR21604350	SAMN30890072	SRX17605855	SRP396930	PRJNA879726	Hypocotyl	IPRO8372	22-2	120 hpi				CMES1059																																																																																														
stress	SRR21604351	SAMN30890072	SRX17605854	SRP396930	PRJNA879726	Hypocotyl	IPRO8372	22-1	120 hpi				CMES1059																																																																																														
stress	SRR25444071	SAMN36735055	SRX21177329	SRP451902	PRJNA999461	leaf	KA-1285	KA-1285_Leaf_72h	72 h	V2	200mM NaCl treatment		KA-1284	KA-1285																																																																																													
stress	SRR25444072	SAMN36735054	SRX21177328	SRP451902	PRJNA999461	leaf	KA-1285	KA-1285_Leaf_24h	24 h	V2	200mM NaCl treatment		KA-1284	KA-1285																																																																																													
stress	SRR25444073	SAMN36735053	SRX21177327	SRP451902	PRJNA999461	leaf	KA-1285	KA-1285_Leaf_0h	0 h	V2	200mM NaCl treatment		KA-1284	KA-1285																																																																																													
stress	SRR25444570	SAMN36735243	SRX21177828	SRP451913	PRJNA999468	root	KA-1285	KA-1285_Root_72h	72 h	V2	200mM NaCl treatment		KA-1285	KA-1285																																																																																													
stress	SRR25444571	SAMN36735242	SRX21177827	SRP451913	PRJNA999468	root	KA-1285	KA-1285_Root_24h	24 h	V2	200mM NaCl treatment		KA-1285	KA-1285																																																																																													
stress	SRR25444572	SAMN36735241	SRX21177826	SRP451913	PRJNA999468	root	KA-1285	KA-1285_Root_0h	0 h	V2	200mM NaCl treatment		KA-1285	KA-1285																																																																																													
stress	SRR20677078	SAMN30003064	SRX16699014	SRP388438	PRJNA862941	roots	Williams 82 - PI 518671	5DAP_5P_R2	5 days	VE			5 DAP seedlings	5-Pydiflumetofen																																																																																													
stress	SRR20677079	SAMN30003064	SRX16699013	SRP388438	PRJNA862941	roots	Williams 82 - PI 518671	5DAP_5P_R1	5 days	VE			5 DAP seedlings	5-Pydiflumetofen																																																																																													
stress	SRR20677080	SAMN30003063	SRX16699012	SRP388438	PRJNA862941	roots	Williams 82 - PI 518671	5DAP_3F_R4	5 days	VE			5 DAP seedlings	3-Fluopyram																																																																																													
stress	SRR20677081	SAMN30003063	SRX16699011	SRP388438	PRJNA862941	roots	Williams 82 - PI 518671	5DAP_3F_R3	5 days	VE			5 DAP seedlings	3-Fluopyram																																																																																													
stress	SRR20677082	SAMN30003063	SRX16699010	SRP388438	PRJNA862941	roots	Williams 82 - PI 518671	5DAP_3F_R2	5 days	VE			5 DAP seedlings	3-Fluopyram																																																																																													
stress	SRR20677083	SAMN30003063	SRX16699009	SRP388438	PRJNA862941	roots	Williams 82 - PI 518671	5DAP_3F_R1	5 days	VE			5 DAP seedlings	3-Fluopyram																																																																																													
stress	SRR20677085	SAMN30003067	SRX16699007	SRP388438	PRJNA862941	roots	Williams 82 - PI 518671	10DAP_5P_R4	10 days	VC			10 DAP seedlings	5-Pydiflumetofen																																																																																													
stress	SRR20677086	SAMN30003067	SRX16699006	SRP388438	PRJNA862941	roots	Williams 82 - PI 518671	10DAP_5P_R3	10 days	VC			10 DAP seedlings	5-Pydiflumetofen																																																																																													
stress	SRR20677087	SAMN30003067	SRX16699005	SRP388438	PRJNA862941	roots	Williams 82 - PI 518671	10DAP_5P_R2	10 days	VC			10 DAP seedlings	5-Pydiflumetofen																																																																																													
stress	SRR20677088	SAMN30003067	SRX16699004	SRP388438	PRJNA862941	roots	Williams 82 - PI 518671	10DAP_5P_R1	10 days	VC			10 DAP seedlings	5-Pydiflumetofen																																																																																													
stress	SRR20677090	SAMN30003066	SRX16699002	SRP388438	PRJNA862941	roots	Williams 82 - PI 518671	10DAP_3F_R4	10 days	VC			10 DAP seedlings	3-Fluopyram																																																																																													
stress	SRR20677091	SAMN30003066	SRX16699001	SRP388438	PRJNA862941	roots	Williams 82 - PI 518671	10DAP_3F_R3	10 days	VC			10 DAP seedlings	3-Fluopyram																																																																																													
stress	SRR20677092	SAMN30003066	SRX16699000	SRP388438	PRJNA862941	roots	Williams 82 - PI 518671	10DAP_3F_R2	10 days	VC			10 DAP seedlings	3-Fluopyram																																																																																													
stress	SRR20677093	SAMN30003066	SRX16698999	SRP388438	PRJNA862941	roots	Williams 82 - PI 518671	10DAP_3F_R1	10 days	VC			10 DAP seedlings	3-Fluopyram																																																																																													
stress	SRR20677098	SAMN30003064	SRX16698994	SRP388438	PRJNA862941	roots	Williams 82 - PI 518671	5DAP_5P_R4	5 days	VE			5 DAP seedlings	5-Pydiflumetofen																																																																																													
stress	SRR20677099	SAMN30003064	SRX16698993	SRP388438	PRJNA862941	roots	Williams 82 - PI 518671	5DAP_5P_R3	5 days	VE			5 DAP seedlings	5-Pydiflumetofen																																																																																													
stress	SRR20480211	SAMN29914746	SRX16504100	SRP387693	PRJNA861407	leaves	NN 1138-2	NN-T-5d-3		V1	treatment					biological replicate 3																																																						5 dpi																																					
stress	SRR20480212	SAMN29914745	SRX16504099	SRP387693	PRJNA861407	leaves	NN 1138-2	NN-T-5d-2		V1	treatment					biological replicate 2																																																						5 dpi																																					
stress	SRR20480213	SAMN29914744	SRX16504098	SRP387693	PRJNA861407	leaves	NN 1138-2	NN-T-5d-1		V1	treatment					biological replicate 1																																																						5 dpi																																					
stress	SRR20480214	SAMN29914743	SRX16504097	SRP387693	PRJNA861407	leaves	NN 1138-2	NN-T-48h-3		VC	treatment					biological replicate 3																																																						48 hpi																																					
stress	SRR20480215	SAMN29914742	SRX16504096	SRP387693	PRJNA861407	leaves	NN 1138-2	NN-T-48h-2		VC	treatment					biological replicate 2																																																						48 hpi																																					
stress	SRR20480216	SAMN29914741	SRX16504095	SRP387693	PRJNA861407	leaves	NN 1138-2	NN-T-48h-1		VC	treatment					biological replicate 1																																																						48 hpi																																					
stress	SRR20480217	SAMN29914740	SRX16504094	SRP387693	PRJNA861407	leaves	NN 1138-2	NN-T-6h-3		VC	treatment					biological replicate 3																																																						6 hpi																																					
stress	SRR20480218	SAMN29914739	SRX16504093	SRP387693	PRJNA861407	leaves	NN 1138-2	NN-T-6h-2		VC	treatment					biological replicate 2																																																						6 hpi																																					
stress	SRR20480220	SAMN29914738	SRX16504091	SRP387693	PRJNA861407	leaves	NN 1138-2	NN-T-6h-1		VC	treatment					biological replicate 1																																																						6 hpi																																					
stress	SRR20480221	SAMN29914737	SRX16504090	SRP387693	PRJNA861407	leaves	NN 1138-2	NN-T-0h-3		VC	treatment					biological replicate 3																																																						0 hpi																																					
stress	SRR20480222	SAMN29914736	SRX16504089	SRP387693	PRJNA861407	leaves	NN 1138-2	NN-T-0h-2		VC	treatment					biological replicate 2																																																						0 hpi																																					
stress	SRR20480223	SAMN29914735	SRX16504088	SRP387693	PRJNA861407	leaves	NN 1138-2	NN-T-0h-1		VC	treatment					biological replicate 1																																																						0 hpi																																					
stress	SRR20480237	SAMN29914722	SRX16504074	SRP387693	PRJNA861407	leaves	Kefeng-1	KF-T-5d-3		V1	treatment					biological replicate 3																																																						5 dpi																																					
stress	SRR20480238	SAMN29914721	SRX16504073	SRP387693	PRJNA861407	leaves	Kefeng-1	KF-T-5d-2		V1	treatment					biological replicate 2																																																						5 dpi																																					
stress	SRR20480239	SAMN29914720	SRX16504072	SRP387693	PRJNA861407	leaves	Kefeng-1	KF-T-5d-1		V1	treatment					biological replicate 1																																																						5 dpi																																					
stress	SRR20480240	SAMN29914719	SRX16504071	SRP387693	PRJNA861407	leaves	Kefeng-1	KF-T-48h-3		VC	treatment					biological replicate 3																																																						48 hpi																																					
stress	SRR20480242	SAMN29914718	SRX16504069	SRP387693	PRJNA861407	leaves	Kefeng-1	KF-T-48h-2		VC	treatment					biological replicate 2																																																						48 hpi																																					
stress	SRR20480243	SAMN29914717	SRX16504068	SRP387693	PRJNA861407	leaves	Kefeng-1	KF-T-48h-1		VC	treatment					biological replicate 1																																																						48 hpi																																					
stress	SRR20480244	SAMN29914716	SRX16504067	SRP387693	PRJNA861407	leaves	Kefeng-1	KF-T-6h-3		VC	treatment					biological replicate 3																																																						6 hpi																																					
stress	SRR20480245	SAMN29914715	SRX16504066	SRP387693	PRJNA861407	leaves	Kefeng-1	KF-T-6h-2		VC	treatment					biological replicate 2																																																						6 hpi																																					
stress	SRR20480246	SAMN29914714	SRX16504065	SRP387693	PRJNA861407	leaves	Kefeng-1	KF-T-6h-1		VC	treatment					biological replicate 1																																																						6 hpi																																					
stress	SRR20480247	SAMN29914713	SRX16504064	SRP387693	PRJNA861407	leaves	Kefeng-1	KF-T-0h-3		VC	treatment					biological replicate 3																																																						0 hpi																																					
stress	SRR20480248	SAMN29914712	SRX16504063	SRP387693	PRJNA861407	leaves	Kefeng-1	KF-T-0h-2		VC	treatment					biological replicate 2																																																						0 hpi																																					
stress	SRR20480249	SAMN29914711	SRX16504062	SRP387693	PRJNA861407	leaves	Kefeng-1	KF-T-0h-1		VC	treatment					biological replicate 1																																																						0 hpi																																					
stress	SRR23580944	SAMN33330375	SRX19467672	SRP423828	PRJNA935962	root	Williams 82	M6A9		The first trifoliate compound leaf					not collected	replicate=biological replicate9											nonhost resistance							11 days post inoculation of T																																																																									
stress	SRR23580945	SAMN33330374	SRX19467671	SRP423828	PRJNA935962	root	Williams 82	M6A8		The first trifoliate compound leaf					not collected	replicate=biological replicate8											nonhost resistance							10 days post inoculation of T																																																																									
stress	SRR23580946	SAMN33330373	SRX19467670	SRP423828	PRJNA935962	root	Williams 82	M6A7		The first trifoliate compound leaf					not collected	replicate=biological replicate7											nonhost resistance							9 days post inoculation of T																																																																									
stress	SRR23580947	SAMN33330372	SRX19467669	SRP423828	PRJNA935962	root	Williams 82	M6A6		The first trifoliate compound leaf					not collected	replicate=biological replicate6											Soybean cyst nematode							8 days post inoculation of S																																																																									
stress	SRR23580948	SAMN33330371	SRX19467668	SRP423828	PRJNA935962	root	Williams 82	M6A5		The first trifoliate compound leaf					not collected	replicate=biological replicate5											Soybean cyst nematode							7 days post inoculation of S																																																																									
stress	SRR23580949	SAMN33330370	SRX19467667	SRP423828	PRJNA935962	root	Williams 82	M6A4		The first trifoliate compound leaf					not collected	replicate=biological replicate4											Soybean cyst nematode							6 days post inoculation of S																																																																									
stress	SRR22315776	SAMN31760278	SRX18289139	SRP408295	PRJNA902404	Stigma		GSM6735488			Water deficit and heat stress	Stigma																																																																																															
stress	SRR22315777	SAMN31760280	SRX18289137	SRP408295	PRJNA902404	Stigma		GSM6735486			Water deficit and heat stress	Stigma																																																																																															
stress	SRR22315778	SAMN31760281	SRX18289136	SRP408295	PRJNA902404	Stigma		GSM6735485			Heat stress	Stigma																																																																																															
stress	SRR22315779	SAMN31760282	SRX18289135	SRP408295	PRJNA902404	Stigma		GSM6735484			Heat stress	Stigma																																																																																															
stress	SRR22315780	SAMN31760279	SRX18289138	SRP408295	PRJNA902404	Stigma		GSM6735487			Water deficit and heat stress	Stigma																																																																																															
stress	SRR22315781	SAMN31760283	SRX18289134	SRP408295	PRJNA902404	Stigma		GSM6735483			Heat stress	Stigma																																																																																															
stress	SRR22315782	SAMN31760284	SRX18289133	SRP408295	PRJNA902404	Stigma		GSM6735482			Water deficit	Stigma																																																																																															
stress	SRR22315783	SAMN31760285	SRX18289132	SRP408295	PRJNA902404	Stigma		GSM6735481			Water deficit	Stigma																																																																																															
stress	SRR22315784	SAMN31760286	SRX18289131	SRP408295	PRJNA902404	Stigma		GSM6735480			Water deficit	Stigma																																																																																															
stress	SRR22315788	SAMN31760290	SRX18289127	SRP408295	PRJNA902404	Ovary		GSM6735476			Water deficit and heat stress	Ovary																																																																																															
stress	SRR22315789	SAMN31760291	SRX18289126	SRP408295	PRJNA902404	Ovary		GSM6735475			Water deficit and heat stress	Ovary																																																																																															
stress	SRR22315790	SAMN31760292	SRX18289125	SRP408295	PRJNA902404	Ovary		GSM6735474			Water deficit and heat stress	Ovary																																																																																															
stress	SRR22315791	SAMN31760293	SRX18289124	SRP408295	PRJNA902404	Ovary		GSM6735473			Heat stress	Ovary																																																																																															
stress	SRR22315792	SAMN31760294	SRX18289123	SRP408295	PRJNA902404	Ovary		GSM6735472			Heat stress	Ovary																																																																																															
stress	SRR22315793	SAMN31760295	SRX18289122	SRP408295	PRJNA902404	Ovary		GSM6735471			Heat stress	Ovary																																																																																															
stress	SRR22315794	SAMN31760296	SRX18289121	SRP408295	PRJNA902404	Ovary		GSM6735470			Water deficit	Ovary																																																																																															
stress	SRR22315795	SAMN31760297	SRX18289120	SRP408295	PRJNA902404	Ovary		GSM6735469			Water deficit	Ovary																																																																																															
stress	SRR22315796	SAMN31760298	SRX18289119	SRP408295	PRJNA902404	Ovary		GSM6735468			Water deficit	Ovary																																																																																															
stress	SRR22315800	SAMN31760303	SRX18289114	SRP408295	PRJNA902404	Anther		GSM6735463			Water deficit and heat stress	Anther																																																																																															
stress	SRR22315801	SAMN31760304	SRX18289113	SRP408295	PRJNA902404	Anther		GSM6735462			Water deficit and heat stress	Anther																																																																																															
stress	SRR22315802	SAMN31760305	SRX18289112	SRP408295	PRJNA902404	Anther		GSM6735461			Heat stress	Anther																																																																																															
stress	SRR22315803	SAMN31760302	SRX18289115	SRP408295	PRJNA902404	Anther		GSM6735464			Water deficit and heat stress	Anther																																																																																															
stress	SRR22315804	SAMN31760306	SRX18289111	SRP408295	PRJNA902404	Anther		GSM6735460			Heat stress	Anther																																																																																															
stress	SRR22315805	SAMN31760307	SRX18289110	SRP408295	PRJNA902404	Anther		GSM6735459			Heat stress	Anther																																																																																															
stress	SRR22315806	SAMN31760308	SRX18289109	SRP408295	PRJNA902404	Anther		GSM6735458			Water deficit	Anther																																																																																															
stress	SRR22315807	SAMN31760309	SRX18289108	SRP408295	PRJNA902404	Anther		GSM6735457			Water deficit	Anther																																																																																															
stress	SRR22315811	SAMN31760310	SRX18289107	SRP408295	PRJNA902404	Anther		GSM6735456			Water deficit	Anther																																																																																															
stress	SRR22315812	SAMN31760314	SRX18289103	SRP408295	PRJNA902404	Sepal		GSM6735452			Water deficit and heat stress	Sepal																																																																																															
stress	SRR22315813	SAMN31760315	SRX18289102	SRP408295	PRJNA902404	Sepal		GSM6735451			Water deficit and heat stress	Sepal																																																																																															
stress	SRR22315814	SAMN31760316	SRX18289101	SRP408295	PRJNA902404	Sepal		GSM6735450			Water deficit and heat stress	Sepal																																																																																															
stress	SRR22315815	SAMN31760317	SRX18289100	SRP408295	PRJNA902404	Sepal		GSM6735449			Heat stress	Sepal																																																																																															
stress	SRR22315816	SAMN31760319	SRX18289098	SRP408295	PRJNA902404	Sepal		GSM6735447			Heat stress	Sepal																																																																																															
stress	SRR22315817	SAMN31760320	SRX18289097	SRP408295	PRJNA902404	Sepal		GSM6735446			Water deficit	Sepal																																																																																															
stress	SRR22315818	SAMN31760321	SRX18289096	SRP408295	PRJNA902404	Sepal		GSM6735445			Water deficit	Sepal																																																																																															
stress	SRR22315819	SAMN31760318	SRX18289099	SRP408295	PRJNA902404	Sepal		GSM6735448			Heat stress	Sepal																																																																																															
stress	SRR22315820	SAMN31760322	SRX18289095	SRP408295	PRJNA902404	Sepal		GSM6735444			Water deficit	Sepal																																																																																															
stress	SRR25489557	SAMN36719878	SRX21220974	SRP452898	PRJNA999740	Root	Kwangan	Kwangan_Root_0h	o h	V2	200mM NaCl treatment		Kwangan	Kwangan																																																																																													
stress	SRR25489558	SAMN36719890	SRX21220973	SRP452898	PRJNA999740	root	Kwangan	Kwangan_Root_24h	24 h	V2	200mM NaCl treatment		Kwangan	Kwangan																																																																																													
stress	SRR25489559	SAMN36719950	SRX21220972	SRP452898	PRJNA999740	root	Kwangan	Kwangan_Root_72h	72 h	V2	200mM NaCl treatment		Kwangan	Kwangan																																																																																													
stress	SRR25655517	SAMN37004687	SRX21381595	SRP455600	PRJNA1006160	shoot		GSM7713062			P. sansomeana inoculation	shoot			Williams 82																																																																																												
stress	SRR25655518	SAMN37004688	SRX21381594	SRP455600	PRJNA1006160	shoot		GSM7713061			P. sansomeana inoculation	shoot			Williams 82																																																																																												
stress	SRR25655521	SAMN37004691	SRX21381591	SRP455600	PRJNA1006160	shoot		GSM7713058			P. sansomeana inoculation	shoot			Williams 82																																																																																												
stress	SRR25655522	SAMN37004692	SRX21381590	SRP455600	PRJNA1006160	shoot		GSM7713057			P. sansomeana inoculation	shoot			Williams 82																																																																																												
stress	SRR25655525	SAMN37004695	SRX21381587	SRP455600	PRJNA1006160	shoot		GSM7713054			P. sansomeana inoculation	shoot			Williams 82																																																																																												
stress	SRR25655526	SAMN37004696	SRX21381586	SRP455600	PRJNA1006160	shoot		GSM7713053			P. sansomeana inoculation	shoot			Williams 82																																																																																												
stress	SRR25655529	SAMN37004699	SRX21381583	SRP455600	PRJNA1006160	shoot		GSM7713050			P. sansomeana inoculation	shoot			Senaki																																																																																												
stress	SRR25655530	SAMN37004700	SRX21381582	SRP455600	PRJNA1006160	shoot		GSM7713049			P. sansomeana inoculation	shoot			Senaki																																																																																												
stress	SRR25655533	SAMN37004703	SRX21381579	SRP455600	PRJNA1006160	shoot		GSM7713046			P. sansomeana inoculation	shoot			Senaki																																																																																												
stress	SRR25655534	SAMN37004704	SRX21381578	SRP455600	PRJNA1006160	shoot		GSM7713045			P. sansomeana inoculation	shoot			Senaki																																																																																												
stress	SRR25655537	SAMN37004707	SRX21381575	SRP455600	PRJNA1006160	shoot		GSM7713042			P. sansomeana inoculation	shoot			Senaki																																																																																												
stress	SRR25655538	SAMN37004708	SRX21381574	SRP455600	PRJNA1006160	shoot		GSM7713041			P. sansomeana inoculation	shoot			Senaki																																																																																												
stress	SRR25655541	SAMN37004711	SRX21381571	SRP455600	PRJNA1006160	shoot		GSM7713038			P. sansomeana inoculation	shoot			Senaki																																																																																												
stress	SRR25655542	SAMN37004712	SRX21381570	SRP455600	PRJNA1006160	shoot		GSM7713037			P. sansomeana inoculation	shoot			Senaki																																																																																												
stress	SRR25655545	SAMN37004715	SRX21381567	SRP455600	PRJNA1006160	shoot		GSM7713034			P. sansomeana inoculation	shoot			NE2701																																																																																												
stress	SRR25655546	SAMN37004716	SRX21381566	SRP455600	PRJNA1006160	shoot		GSM7713033			P. sansomeana inoculation	shoot			NE2701																																																																																												
stress	SRR25655549	SAMN37004719	SRX21381563	SRP455600	PRJNA1006160	shoot		GSM7713030			P. sansomeana inoculation	shoot			NE2701																																																																																												
stress	SRR25655550	SAMN37004720	SRX21381562	SRP455600	PRJNA1006160	shoot		GSM7713029			P. sansomeana inoculation	shoot			NE2701																																																																																												
stress	SRR25655553	SAMN37004723	SRX21381559	SRP455600	PRJNA1006160	shoot		GSM7713026			P. sansomeana inoculation	shoot			NE2701																																																																																												
stress	SRR25655554	SAMN37004724	SRX21381558	SRP455600	PRJNA1006160	shoot		GSM7713025			P. sansomeana inoculation	shoot			NE2701																																																																																												
stress	SRR25655557	SAMN37004727	SRX21381555	SRP455600	PRJNA1006160	shoot		GSM7713022			P. sansomeana inoculation	shoot			NE2701																																																																																												
stress	SRR25655558	SAMN37004728	SRX21381554	SRP455600	PRJNA1006160	shoot		GSM7713021			P. sansomeana inoculation	shoot			NE2701																																																																																												
stress	SRR25655561	SAMN37004731	SRX21381551	SRP455600	PRJNA1006160	shoot		GSM7713018			P. sansomeana inoculation	shoot			Colfax																																																																																												
stress	SRR25655562	SAMN37004732	SRX21381550	SRP455600	PRJNA1006160	shoot		GSM7713017			P. sansomeana inoculation	shoot			Colfax																																																																																												
